date,上证综指(000001.SH),沪深300(000300.SH),创业板指(399006.SZ),中证新能源(399417.SZ),中证电子(399813.SZ),国证高端装备(399967.SZ),M2同比(%),CPI同比(%)
2015-04-07,187.79759238110407,183.466165484772,191.79986841740043,146.7135856559919,,229.2529230748172,11.6,1.4
2015-04-08,189.38255521627846,185.00618868912625,186.658094542923,143.46097640830166,,222.27997696958397,11.6,1.4
2015-04-09,187.6153593437335,183.55634721776002,187.28292434450637,139.73868926728122,,218.81316361091604,11.6,1.4
2015-04-10,191.25508974882274,187.09979164315942,191.5096215087288,142.88855231671383,,225.04961548958028,11.6,1.4
2015-04-13,195.39871062066848,190.40115797824097,193.38111017004462,144.6962598786743,,227.77379203671177,11.6,1.4
2015-04-14,196.05529947799997,191.13807279827802,191.9611583769879,143.95640739666155,,229.2305941796013,11.6,1.4
2015-04-15,193.6184777852523,188.65437140231302,183.17580680613622,139.30161865189535,,221.1912166168045,11.6,1.4
2015-04-16,198.8645516446247,194.383667717782,186.37092339627145,141.16136476763654,,227.30582630172754,11.6,1.4
2015-04-17,203.2484318904023,197.94054896299622,184.84504535998795,142.94338578003266,,236.76106114438588,11.6,1.4
2015-04-20,199.91955008730025,194.74426544954343,181.9086678724654,139.95416348357526,,241.13863677389386,11.6,1.4
2015-04-21,203.54837685071536,198.9322896254831,192.5045179943331,144.42222565301066,,246.95687956683656,11.6,1.4
2015-04-22,208.5200107898645,204.12829062118593,197.6687974445669,148.33416736983042,,252.7163143805785,11.6,1.4
2015-04-23,209.27918869320797,204.17471655631533,203.0141717610538,153.99246172970297,,252.05664524176376,11.6,1.4
2015-04-24,208.29207727173818,202.52737106036318,205.15707766599175,152.88887173494678,,253.33510709742333,11.6,1.4
2015-04-27,214.630885655406,207.04726745903707,206.11333957988091,153.1947812384377,,262.2252754538712,11.6,1.4
2015-04-28,212.204540940093,204.21644821785563,201.64800829405488,147.3186170255242,,253.07503107651797,11.6,1.4
2015-04-29,212.22374083086697,205.61460961301097,209.86629437443125,151.53354024536645,,258.3689298128394,11.6,1.4
2015-04-30,210.56615026071555,204.56205872751596,214.3948663281328,150.1876582118435,,259.20717878258756,10.1,1.5
2015-05-04,212.4059738682375,206.1923497983185,213.4467814401018,153.00033538914457,,272.14231633628174,10.1,1.5
2015-05-05,203.78934733171295,197.9707387408494,208.80995766701201,148.3537982820623,,266.76587768385195,10.1,1.5
2015-05-06,200.49739568888967,196.09690531090305,213.54475571322794,147.49822323607938,,262.47262143796377,10.1,1.5
2015-05-07,194.9482954052528,192.51211682453493,210.5056777816704,142.6426668228267,,253.08071168434304,10.1,1.5
2015-05-08,199.39048643041795,196.31555510000527,223.07496682303042,148.02453132028865,,263.74747302780673,10.1,1.5
2015-05-11,205.44281348088327,202.0058760246652,236.07073652497408,154.5549705469771,,273.39971545630084,10.1,1.5
2015-05-12,208.64919524013374,204.45589923763276,243.83260952901082,157.38548190894983,,286.51562295478874,10.1,1.5
2015-05-13,207.44225692108654,203.20761006348897,239.47035378014903,158.1180143897914,,282.3035206935817,10.1,1.5
2015-05-14,207.56319252939358,202.4471377420458,235.67786419085328,160.70270680334218,,280.6479314973449,10.1,1.5
2015-05-15,204.26270760178193,198.85933458456543,235.95858373912137,159.90842013080174,,285.9803283288661,10.1,1.5
2015-05-18,203.0680477314025,197.03631989622642,245.94715840849574,161.5336600272038,,292.9141945899055,10.1,1.5
2015-05-19,209.42349602040778,203.75826127551596,249.2698065945838,165.2036424325828,,297.1748557818579,10.1,1.5
2015-05-20,210.785787529742,204.77881358049044,255.5346086993053,169.44065874686905,,307.33239854254765,10.1,1.5
2015-05-21,214.72693251641348,208.4850071792239,264.6215349852926,174.8090145148969,,317.6025097336018,10.1,1.5
2015-05-22,220.8032949856996,213.2378084546882,263.8123845182644,176.88782830205255,,321.1012508458887,10.1,1.5
2015-05-25,228.20838471081882,219.61857519752556,260.1581541826988,180.76183910371245,,338.61738796412664,10.1,1.5
2015-05-26,232.8115703756589,223.90039871178794,271.43457291543984,186.29336435239284,,362.892199344848,10.1,1.5
2015-05-27,234.27251613857484,223.14742000139537,272.217916988934,187.97616607618656,,365.24520292345983,10.1,1.5
2015-05-28,219.03358653485583,208.1848751366292,257.5374549044526,175.35388878389494,,339.22863505431224,10.1,1.5
2015-05-29,218.62958290726166,208.4786763698881,265.77914678361566,177.60785023543784,,348.105320522308,10.1,1.5
2015-06-01,228.91664734825804,218.61443131674804,278.97559120272047,187.81146604983456,,365.1992447529235,10.8,1.2
2015-06-02,232.7940297347049,222.3048624922372,292.6882385110912,195.82527024113415,,375.7164110535731,10.8,1.2
2015-06-03,232.76800321610023,221.51760266462475,298.7428385382479,198.63422087238445,,367.1345183332207,10.8,1.2
2015-06-04,234.52794579657498,223.1466448002522,295.8333177044613,199.5597352022849,,362.84702824648025,10.8,1.2
2015-06-05,238.1306038199723,225.26277165416727,291.5096215087288,202.1729090749382,,366.0089709116948,10.8,1.2
2015-06-08,243.287789296132,230.56854974508803,277.91032728358454,198.08661823931345,,354.3839834235757,10.8,1.2
2015-06-09,242.418010540503,229.00565810701048,277.9840705534796,198.685860153374,,358.70059518055183,10.8,1.2
2015-06-10,242.0625518219274,228.64609397677324,287.6736961582232,200.60576336964942,,361.543773617512,10.8,1.2
2015-06-11,242.80006466333583,228.53747968327002,289.7321311354888,206.1265082529686,,364.1705927594494,10.8,1.2
2015-06-12,244.92186592597753,229.76595816153295,292.5503543502903,210.50193913485575,,368.58640983018927,10.8,1.2
2015-06-15,240.0220063933266,224.85859039146797,277.27071882058783,207.03858039890014,,364.1279539802325,10.8,1.2
2015-06-16,231.69916188921232,218.125279395412,269.3669106521141,197.90528184666329,,348.71396685228456,10.8,1.2
2015-06-17,235.51382463246432,221.31264809571837,280.67131131737887,201.26349874761434,,351.1740806868745,10.8,1.2
2015-06-18,226.86003089997234,212.3426234012553,262.9066851312413,195.78720623504393,,340.1297642462202,10.8,1.2
